# Amusing_Name,redshift_amusing,def_name,SN_name,SN_type,pgc,hl_names(pgc),objtype,al1950,de1950,celposb(pgc),al2000,de2000,celposj(pgc),l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs,Pointings,RA_pointing,DEC_pointing,Source,RA_DSS,DEC_DSS,offset_RA,offset_DEC,,SNX,SNY,GALX,GALY,,RA_SN,DEC_SN,RA_GAL,DEC_GAL,SN_name
NGC1620,0.011830,NGC1620,SN2009K,II,15638,UGC03103/PGC015638/NGC1620/MCG+00-12-052/LGG117:[G93]007/IRAS04340-0014/HIPASSJ0436-00/CGCG393-046/6dFJ0436374-000837/2MASXJ04363734-0008370,G,4.5677262,-0.2441355,B043403.8-001439,4.6103736,-0.1436111,J043637.3-000837,196.1556745,-29.6694486,317.6689868,-52.4745823,0,SABc,B,,,,4.5,0.8,1542,32,584,26,22.63,22161,326,13133,218,12873,218,12083,218,10922,64,8.94,73,0.3,875,199.84,2.57,,,116.99,11.09,,,14195,93,12424,3511.1,2.7,3495.3,10.0,3510.0,3.3,248,931,81.22,0.11,1542,11674,104,603,23273,202.21,2.62,14086,2412,3458.6,3443.0,3359.0,3454.4,33438,323,33.06,356,33267,239,-21592,323,1.0,04:36:36.90,-00:08:33.6,P97,04:36:37.34,00:08:037.0,-5.17440000003,1032.99996,,,,,,,4:36:37,-0:08:36,,,SN2009K
ESO478-G006,0.017786,ESO478-G006,SN2009le,Ia,8223,PGC008223/MCG-04-06-009/IRAS02069-2339/HIPASSJ0209-23/ESOLV4780060/ESO478-006/AGC021656/6dFJ0209181-232454/2MASXJ02091807-2324542,G,2.11661,-23.6511516,B020659.8-233904,2.1550309,-23.4151034,J020918.1-232454,205.3246368,-72.0299367,277.2210016,-22.8883442,0,Sbc,,,,,4.2,0.6,1.26,34,247,36,100.95,21198,311,,,13208,178,,,11573,98,9609,68,,0.86,174.5,2.85,,,,,,,15157,0.09,11589,5333.4,3.6,5321.0,28.3,5333.2,2.5,71,401,57.72,0.03,1257,12701,,,22.8,206.4,3.52,15126,2425,5317.2,5293.4,5129.8,5110.1,34.37,212,,,34.37,212,-21668,277,2.0,02:09:15.86/02:09:20.65,-23:24:52.0/-23:24:52.0,P97,02:09:18.11,-23:24:54.37,-16.6686,9.37224000001,,,,,,,2:09:17,-23:24:45,,,SN2009le
NGC3389,0.004364,NGC3389,SN2009md,II,32306,UGC05914/SDSSJ104827.90+123159.5/SDSSJ104827.90+123159.4/PGC032306/NGC3389/NGC3373/MCG+02-28-013/LGG214:[G93]004/LEO_GROUP:[FS90]028/HIPASSJ1048+12B/CGCG066-022/AGC005914/ADBSJ104829+1232/2MASXJ10482793+1231594,G,10.7637455,12.7975943,B104549.5+124751,10.8077573,12.5331631,J104827.9+123159,233.719705,57.7405094,93.7572768,-25.7323144,0,Sc,,,,,5.3,0.6,1428,31,355,29,103.9,22502,281,14042,57,12497,113,12037,113,11548,0.58,9491,105,-0.11,0.54,118.0,2.67,,,69.07,14.55,,,14.46,122,,1303.3,2.8,1298.8,3.0,1301.2,2.2,118,608,66.16,0.04,1425,11765,-234,357,22697,129.0,2.95,14418,2654,1152.3,1204.5,1339.8,1648.4,31454,0.81,31.43,77,31.43,77,-19665,137,2.0,10:48:26/10:48:30,12:32:02/12:31:48,HK,10:48:27.93,12:31:59.39,-28.8942,-1136.38716,,,,,,,10:48:26,12:13:03,,,SN2009md
NGC5426,0.008636,NGC5426,SN2009mz,Ia,50083,VV021:/UGCA380/PGC050083/NGC5426/MCG-01-36-004/LGG374:[G93]001/IRAS14007-0549/HIPASSJ1403-06/ARP271:/2MASXJ14032485-0604087,G,14.0132189,-5.8300472,B140047.6-054948,14.0569148,-6.0698667,J140324.9-060412,333.247752,52.5133382,127.229948,14.6453354,1,Sc,,,,,5.0,0.5,1486,24,403,35,0.5,22145,326,12617,102,12707,102,12164,85,11165,75,9.54,112,0.0050,685,172.54,4.67,,,,,,,13668,191,,2619.2,4.6,2572.3,5.3,2598.7,16.6,123,675,69.68,0.05,1482,11895,-176,469,23123,183.99,5.03,13.62,1725,2486.0,2545.6,2669.0,2870.7,32.94,407,,,32.94,407,-21045,419,1.0,14:03:24.64,-06:03:31.3,P97,14:03:24.89,-06:04:11.52,1.60080000005,40.52012,,,,,,,14:03:25,-6:03:31,,,SN2009mz
NGC4487,0.003456,NGC4487,SN2009N,IIP,41399,PGC041399/NGC4487/MCG-01-32-021/LGG293:[G93]001/IRAS12285-0746/IRAS12284-0746/HIPASSJ1231-08/6dFJ1231045-080314/2MASXJ12310446-0803140,G,12.4748613,-7.777799,B122829.5-074640,12.5179065,-8.0538622,J123104.5-080314,294.235279,54.4736794,122.6468568,-7.8930798,0,Sc,B,,,,6.0,0.3,1539,28,261,0.03,74.23,,,,,11762,0.3,,,10547,322,9317,68,,,86.53,1.59,,,,,,,13.79,115,12076,1035.6,3.5,1036.8,5.1,1036.0,2.1,92,459,58.18,0.03,1537,11206,,,22685,101.84,1.92,13758,2552,847.3,920.9,1043.4,1384.3,30951,1.04,30.25,0.54,30399,479,-19192,565,4.0,12:31:01/12:31:04/12:31:05/12:31:08,-8:03:39/-8:02:42/-8:03:40/-8:02:42,HK,12:31:04.46,-08:03:013.9,68.0490,17.90392,,,,,,,12:31:09,-08:02:56,,,SN2009N
UGC8255,0.011224,UGC8255,SN2009nr,Ia,45750,UGC08255/SDSSJ131056.52+112838.5/SDSSJ131056.51+112838.5/PGC045750/NIBLES1811/MCG+02-34-002/LGG335:[G93]002/HIPASSJ1310+11/CGCG072-012/AGC008255/ADBSJ131051+1128/2MASXJ13105649+1128387,G,13.1407968,11.7429562,B130826.9+114435,13.1823669,11.4773517,J131056.5+112838,320.1886662,73.6921183,106.4082162,6.8561334,0,SABc,B,,,,5.8,0.6,1145,29,145,21,88.38,22729,291,15609,78,14321,273,,,13228,334,11617,0.26,,,85.69,1.1,,,,,,,15283,0.12,,3366.4,2.7,3365.7,2.8,3366.0,1.2,112,255,45.15,0.02,1.15,13939,,,23502,120.86,1.66,15262,1323,3284.7,3333.0,3490.1,3669.5,33.54,311,,,33.54,311,-19601,414,1.0,13:10:58.95,+11:29:29.3,P97,13:10:56.52,11:28:38.47,37.1874,50.53388,,,,,,,13:10:59,11:29:29,,,SN2009nr
UGC2019,0.020698,UGC2019,SN2010A,Ia,9680,[ISI96]0230+0023/UGC02019/SRGB145.031/SDSSJ023239.29+003702.3/SDSSJ023239.29+003702.2/SDSSJ023239.28+003702.3/PGC009680/MCG+00-07-039/KUG0230+003B/IRAS02300+0023/CGCG388-047/AGC002019/2MASXJ02323929+0037025,G,2.5014395,0.3974527,B023005.2+002351,2.5442488,0.6173166,J023239.3+003702,168.3099985,-53.0952405,304.0973198,-23.2586646,0,Sbc,,,M,C,4.3,2.1,783,0.06,163,25,69.02,20738,159,15784,32,14576,325,,,13545,302,11511,43,,,143.34,9.55,,,,,,,17053,0.42,13.78,6149.0,58.3,6219.9,3.6,6219.6,3.9,126,0.27,48.15,0.02,788,14.14,,,21929,192.42,12.99,17031,2892,6285.2,6237.0,6108.8,5984.4,34738,178,,,34738,178,-20598,0.37,1.0,02:32:39.53,+00:37:11.2,P97,02:32:039.3,00:37:02.34,-4.43520000003,7.66024,,,,,,,2:32:39,0:37:10,,,SN2010A
SN2010ae,0.003662,ESO162-G017,SN2010ae,Iax,20531,PGC020531/IRAS07149-5715/HIPASSJ0715-57/ESO162-017/AGC025597/6dFJ0715545-572037/2MASXJ07155452-5720363,G,7.2498065,-57.2534931,B071459.3-571513,7.2651494,-57.3435069,J071554.5-572037,268.255345,-19.4339894,202.2254086,-48.179751,0,Sb,,,,,3.4,1.1,1386,47,498,64,63.0,,,,,13361,139,,,11683,88,10041,117,-0.11,0.62,71.56,1.11,,,,,,,14105,192,12199,1096.6,4.5,1103.3,17.9,1097.0,3.3,611,724,77.95,0.08,1424,12018,,,23207,73.17,1.16,14026,2008,808.1,875.7,793.6,1236.7,30403,1367,30.37,0.4,30373,384,-18355,408,1.0,7:15:54.20,-57:20:34.59,JL,07:15:54.54,-57:20:36.62,1.68239999995,-0.275160000001,,,,,,,07:15:54.65,-57:20:36.9,,,SN2010ae
GRB100316D,0.059100,GRB100316D,SN2010bh,Ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7:10:30.44,-56:15:19.61,arx,07:10:31.80,-56:15:20.2,0.0,0.0,,,,,,,07:10:31.80,-56:15:20.2, ,,SN2010bh
SN2010el,0.050034,NGC1566,SN2010el,Iax,14897,PGC014897/NGC1566/LGG114:[G93]003/IRAS04189-5503/IRAS04188-5503/HIPASSJ0419-54/ESOLV1570200/ESO157-020/DORADO_GROUP:[FS90]053/AGC023373/2MASXJ04200041-5456161,G,4.3147341,-55.0561307,B041853.0-550322,4.3334428,-54.9378097,J042000.4-545616,264.310176,-43.3932397,234.7922438,-40.7595258,0,SABb,B,,,,4.0,0.2,1859,21,0.16,39,45.09,21425,233,10248,112,10288,112,11617,1743,8756,52,6917,95,0.08,715,91.55,1.25,90.0,10.0,102.15,7.62,,,12.56,139,10064,1502.6,3.2,1488.1,13.3,1501.8,3.2,39,0.26,47.89,0.02,1856,9979,-75,576,23032,123.4,1.86,12539,2559,1290.5,1328.6,1192.4,1491.1,31252,0.91,28941,271,29129,1156,-19.15,1161,1.0,4:19:59.11,-54:56:32.12,JL,04:20:00.39,-54:56:16.11,-23.4612000001,-22.38508,,,,,,,04:19:58.83,-54:56:38.5,,,SN2010el
NGC3244,0.0092,NGC3244,SN2010ev,Ia,30594,PGC593601/PGC030594/NGC3244/MCG-07-22-005/IRAS10232-3934/HIPASSJ1025-39/ESOLV3170240/ESO317-024/AGC027113/6dFJ1025288-394939/2MASXJ10252885-3949392,G,10.3882164,-39.5729935,B102317.6-393423,10.4246792,-39.8275643,J102528.8-394939,274.7270464,14.9191794,155.2320568,-38.4822508,0,Sc,,,,,5.7,0.8,1338,28,175,26,169.85,22162,279,12935,88,12935,88,12325,88,11455,66,9644,63,0.03,685,77.67,0.96,,,,,,,14814,164,12216,2758.9,3.9,2754.6,9.5,2758.2,2.8,449,308,49.27,0.02,1373,12166,-111,455,23021,102.5,1.36,14792,2626,2448.1,2537.3,2554.5,3063.1,32.84,425,,,32.84,425,-20674,434,3.0,10:25:31.21/10:25:28.80/10:25:26.30,-39:49:42.0/-39:49:39.0/-39:49:39.0,P97,10:25:28.85,-39:49:39.23,2.32320000007,-11.76852,,,,,,,10:25:29,-39:49:51,,,SN2010ev
NGC3120,0.00931,NGC3120,SN2010F,II,29278,PGC029278/NGC3120/MCG-06-22-017/LGG184:[G93]005/IRAS10031-3358/HIPASSJ1005-34/ESOLV3740290/ESO374-029/AGC026839/6dFJ1005230-341312/2MASXJ10052305-3413118,G,10.0531114,-33.9763136,B100311.2-335835,10.0897396,-34.2200151,J100523.1-341312,267.9365409,17.1349785,149.0453278,-43.5579969,0,SABb,B,,,,4.2,0.6,1225,37,158,29,7.49,21845,217,13642,36,13512,36,12772,36,11616,29,9716,47,0.16,815,105.0,1.71,,,,,,,14728,88,12654,2790.7,4.3,2670.0,40.0,2789.3,9.5,472,259,47.53,0.02,1263,12763,14,584,23087,142.35,2.47,14706,1944,2482.8,2569.5,2594.2,3105.5,32874,418,31666,357,32175,604,-19412,605,2.0,10:05:23/10:05:23,-34:13:41/-34:12:44,HK,10:05:23.06,-34:13:12.05,-30.9384,-8.94564000002,,270,255,146,302,,10:05:21.050,-34:13:21.00,10:05:23.016,-34:13:11.89,SN2010F
ESO602G025,0.025041,ESO602-025,SN2010gg,II,69057,PGC069057/MCG-03-57-017/IRAS22287-1917/ESOLV6020250/ESO602-025/AGC620088/6dFJ2231255-190204/2MASXJ22312547-1902042,G,22.4785601,-19.2917514,B222842.8-191730,22.5237416,-19.034472,J223125.5-190204,39.5404588,-56.9146449,265.2359665,26.441239,0,SBbc,B,,,,4.1,0.8,1162,37,377,39,172.87,21835,355,,,14264,201,14.3,0.1,12447,95,10187,63,,0.89,186.76,3.19,,,,,,,15.63,266,11229,7575.0,10.9,7549.6,10.8,7562.1,10.5,202,597,68.75,0.05,1166,13415,,,23.14,200.38,3.48,15584,2168,7683.1,7640.7,7503.6,7234.6,35192,145,,,35192,145,-21777,247,1.0,22:31:25.42,-19:02:10.07,arx,22:31:25.47,-19:02:004.1,0.00359999999091,9.29920000001,,,,,,,22:31:25.47,-19:01:54.8,,,SN2010gg
SN2010gx,0.2297,SDSSJ112546.72-084942.0,SN2010gx,Iax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11:25:46.63,-8:49:40.40,arx,11:25:46.71,-08:49:41.4,0.0,0.0,,,,,,,11:25:46.71,-08:49:41.4,,,SN2010gx
IRAS05177-3242,0.012445,ESO362-G018,SN2010jr,II,17103,PGC017103/MCG-05-13-017/IRAS05177-3242/ESOLV3620180/ESO362-018/6dFJ0519358-323928/2MASXJ05193580-3239280,G,5.2956196,-32.7077624,B051744.2-324228,5.3266093,-32.6577983,J051935.8-323928,236.0223151,-32.5713755,254.0424886,-62.5396003,0,S0-a,B,,M,,0.1,0.7,1139,58,322,52,144.74,19884,343,,,13.87,223,13.37,0.1,11885,72,10065,95,,,102.49,4.98,,,,,,,16102,245,12832,3732.5,6.3,3689.2,5.3,3707.1,15.4,74,0.14,70.93,0.05,1133,13.6,,,23101,108.44,5.33,16051,2451,3506.7,3536.9,3430.1,3741.9,33.49,316,,,33.49,316,-19.89,387,1.0,05:19:36,-32:39:23,SV,05:19:35.79,-32:39:28.07,-11.9022,13.07388,,,,,,,05:19:35,-32:39:15,,,SN2010jr
SN2011ce,0.0086,NGC6708,SN2011ce/SN2004do,Iax,62569,PGC062569/NGC6708/LGG425:[G93]002/IRAS18515-5347/ESOLV1830270/ESO183-027/6dFJ1855356-534324/2MASXJ18553565-5343242,G,18.8592169,-53.7880063,B185133.2-534717,18.9265689,-53.723509,J185535.6-534325,342.6309948,-22.1571756,206.5415116,20.5674355,0,Sb,,,,,2.6,1.5,1064,61,131,43,163.3,20681,409,,,13408,207,,,11.78,74,10061,34,-0.13,0.53,164.3,14.61,,,,,,,,,11588,2692.0,6.5,2581.2,9.7,2657.6,36.5,305,185,44.31,0.02,1087,12898,,,22257,235.19,21.41,,,2564.3,2598.7,2519.5,2598.1,32839,432,,,32839,432,-19941,479,1.0,18:55:35.72,-53:43:25.93,JL,18:55:35.65,-53:43:24.63,2.8794000001,-4.4676,,,,,,,18:55:35.84,-53:43:29.1,,,SN2011ce/SN2004do
NGC4806,0.008032,NGC4806,SN2011fh,Iin,44116,PGC044116/NGC4806/MCG-05-31-003/IRAS12535-2914/ESOLV4430120/ESO443-012/2MASXJ12561239-2930106,G,12.8915875,-29.2324348,B125329.7-291357,12.936775,-29.5029444,J125612.4-293011,304.1741245,33.357342,145.0901087,-7.4109582,0,Sc,B,R,,,4.9,0.7,1131,35,72,24,51.6,21313,307,,,13.45,0.2,,,12081,147,10399,116,,,54.73,3.03,,,,,,,15292,245,12441,2408.5,6.1,2390.0,1.1,2390.6,2.4,374,124,32.9,0.02,1163,12939,,,22706,100.75,5.83,15.27,2332,2153.2,2238.3,2309.5,2699.4,32623,0.47,,,32623,0.47,-19685,511,1.0,12:56:14,-29:29:55,HK,12:56:12.39,-29:30:010.6,24.15,15.59984,,93,172,198,92,,12:56:14,-29:29:55,,,SN2011fh
SN2011ha,0.09400,2MASXJ03574051+1010130,SN2011ha,Ia,1375631,PGC1375631/2MASXJ03574051+1010130,G,3.9157104,10.0272134,B035456.6+100138,3.9612528,10.1702778,J035740.5+101013,179.8395201,-31.4549153,324.1145402,-39.0443122,0,,,,,,,,0.42,108,0.09,28,87.0,,,,,18.44,0.5,,,,,13636,94,,,,,,,,,,,,,,,,28180.5,60.0,28180.5,60.0,694,,36.3,0.02,,17464,,,24.28,,,,,28206.8,28169.7,28087.9,28058.1,38135,39,,,38135,39,-20.67,502,1.0,3:57:40.27,10:09:51.67,P98,03:57:40.51,10:10:013.0,5.3988,-17.80008,,,,,,,03:57:40.87,10:09:55.2,,,SN2011ha
NGC4984,0.004266,NGC4984,SN2011iy,Ia,45585,PGC045585/NGC4984/MCG-02-34-004/IRAS13063-1515/IRAS13062-1514/IISZ006/6dFJ1308572-153059/2MIG1817/2MASXJ13085721-1530586,G,13.1050304,-15.2499154,B130618.1-151500,13.1492274,-15.5163052,J130857.2-153059,309.141501,47.1441669,132.317677,-0.9199904,0,S0-a,B,,,,-0.8,0.9,1527,37,129,38,45.0,,,12548,192,12198,192,11278,89,9.72,77,7788,54,0.3,895,91.84,8.4,,,,,,,16486,0.28,10618,1206.0,9.4,1229.0,12.0,1214.8,9.5,267,0.0,47.12,0.02,1546,11913,279,829,23545,125.33,11.7,16464,4551,1025.5,1101.4,1208.6,1535.2,31252,898,,,31252,898,-19339,918,1.0,13:08:58.18,-15:31:05.1,P97,13:08:57.22,-15:30:058.7,11.7204000001,-5.30128,,,,,,,13:08:58,-15:31:04,,,SN2011iy
SN2011jh,0.00779,SN2011jh,SN2011jh,Ia,5071875,SN2011JH,sn,12.7439753,-9.7902158,B124438.3-094725,12.7873333,-10.0630556,J124714.4-100347,301.2228399,52.7947704,125.6378767,-4.557731,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12:47:11.65,-10:03:49.81,P98,12:47:014.4,-10:03:047.0,0.301799999954,-0.299840000003,,,,,,,12:47:14.42,-10:03:47.3,,,SN2011jh
NGC4809,0.003052,NGC4809,SN2011jm,Ic,43969,VV313:/UM523/UGC08034/SDSSJ125451.07+023914.8/SDSSJ125451.06+023914.7/PGC043969/NIBLES1754/NGC4809/MCG+01-33-022/LGG292:[G93]055/KPG358A/IRAS12523+0255/EVCC1237/CGCG043-062/ARP277:/AGC008034,G,12.8716888,2.9247072,B125218.1+025529,12.9141908,2.6538869,J125451.1+023914,304.9888753,65.5119888,113.8843047,0.6786463,0,IAB,B,,M,,9.9,0.6,1198,58,394,0.03,65.03,22.69,406,15577,172,14304,0.05,13784,51,14391,0.41,,,,,62.23,1.49,,,,,,,14.66,122,,933.7,4.8,976.6,0.8,975.4,5.1,148,0.73,90.0,0.83,1197,13425,,387,23227,62.23,,13833,409,844.5,905.1,1049.2,1303.7,30951,1034,,,30951,1034,-17526,1035,2.0,12:54:51/12:54:51,2:38:09/2:39:10,HK,12:54:51.09,02:39:13.99,-1.30319999998,1.00716,,,,,,,12:54:51,02:39:15,,,SN2011jm
CGCG048-051,0.027762,CGCG048-051,SN2011jt,Ia,53208,SDSSJ145323.40+025759.5/SDSSJ145323.39+025759.5/SDSSJ145323.39+025759.4/PGC053208/CGCG048-051/2MASXJ14532341+0258000,G,14.8478025,3.1700336,B145052.1+031012,14.8898382,2.9665402,J145323.4+025800,358.5764847,52.1392325,121.9564265,29.2598937,0,Sb,,,,,3.0,2.0,721,77,143,29,6.9,21619,261,16.79,215,15.56,326,,,14493,91,12178,141,,,,,,,,,,,,,,,,8320.3,3.1,8320.3,3.1,196,212,45.93,0.02,734,15.09,,,22667,,,,,8288.0,8327.8,8456.9,8526.0,35456,128,,,35456,128,-20365,0.35,1.0,14:53:23,02:58:00,P95,14:53:23.42,02:57:59.54,-6.26280000005,-16.54472,,157,80,127,165,,14:53:23,02:57:43,,,SN2011jt
SN2011kf,0.24500,SN2011kf,SN2011kf,Ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14:36:57.55,16:30:57.87,arx,14:36:57.53,+16:30:56.6,0.0,0.0,,,,,,,14:36:57.53,16:30:56.6,,,SN2011kf
GRB120422A,0.280000,SDSSJ090738.54+140108.4,SN2012bz,Ibc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9:07:38.30,14:01:08.61,arx,09:07:38.38,+14:01:07.5,0.0,0.0,,,,,,,09:07:38.38,14:01:07.5,,,SN2012bz
NGC4424,0.001458,NGC4424,SN2012cg,Ia,40809,[RG2008]J186.79838+09.42067/VCC0979/UGC07561/SDSSJ122711.83+092512.3/SDSSJ122711.77+092512.7/SDSSJ122711.61+092514.4/PGC040809/NGC4424/MCG+02-32-058/LGG288:[G93]008/IRAS12246+0941/HIPASSJ1227+09/EVCC0644/CGCG070-090/AGC007561/2MASXJ12271158+0925138,G,12.4108888,9.6970452,B122439.2+094149,12.4532467,9.4204423,J122711.7+092514,283.8821256,71.3899373,105.4750735,-4.0533608,0,Sa,B,,,,0.9,0.5,1483,25,286,25,95.25,21857,0.24,13882,59,12295,96,11.68,97,11337,243,9114,81,95,0.7,27.68,1.11,,,56.61,9.17,,,16134,114,11854,437.4,2.6,444.1,2.4,441.1,2.7,0.09,242,65.09,0.04,1.48,11958,,602,23152,30.52,1.24,16095,4137,321.4,376.5,529.2,776.7,29.52,2.05,28086,91,28086,91,-16128,133,1.0,12:27:12.83,+09:25:13.2,P97,12:27:11.69,09:25:13.59,19.6781999999,-0.592280000001,,,,,,,12:27:13,9:25:13,,,SN2012cg
NGC4772,0.001456,NGC4772,SN2012cu,Ia,43798,UGC08021/SDSSJ125329.17+021006.1/SDSSJ125329.17+021006.0/PGC043798/NIBLES1749/NGC4772/MCG+00-33-018/LGG292:[G93]054/HIPEQJ1253+02/HIPASSJ1253+02/EVCC2240/CGCG015-032/AGC008021/2MASXJ12532917+0210060,G,12.8488899,2.4395528,B125056.0+022622,12.8914327,2.1683519,J125329.2+021006,304.1442376,65.0352677,114.2594131,0.2188923,0,SABa,B,R,,,1.2,0.7,1615,22,313,28,155.14,21106,571,14.0,89,11894,72,11342,514,10713,0.15,8368,31,0.36,0.93,201.36,4.92,,,147.85,3.95,,,14842,0.16,,1040.6,3.4,1028.7,5.3,1037.2,4.3,117,0.29,67.32,0.04,1613,11474,247,828,23355,218.24,5.41,14799,3325,903.4,964.6,1107.9,1366.9,31107,979,32.18,0.25,32114,537,-20.64,541,2.0,12:53:29.35/12:53:29.35,+02:09:39.0/+02:10:04.0,P97,12:53:29.16,02:10:06.07,-2.36579999996,-27.06684,,,,,,,12:53:29,2:09:39,,,SN2012cu
NGC975,0.020384,NGC0975,SN2012E,Ia,9735,UGC02030/PGC009735/NGC0975/MCG+01-07-009/CGCG414-017/AGC002030/2MASXJ02332274+0936063,G,2.5116973,9.3823996,B023042.1+092257,2.5563167,9.60175,J023322.7+093606,160.3618863,-45.7314496,313.3071191,-20.4761602,0,S0-a,,,,,-0.1,0.4,926,71,129,28,0.5,,,,,14162,319,,,,,9982,51,,,171.09,10.14,,,,,,,17141,0.42,,6118.0,6.0,6111.0,50.4,6117.9,4.4,322,52,46.12,0.02,947,13696,,,22454,237.36,14.4,17.12,3424,6218.4,6161.4,6051.1,5879.9,34723,179,,,34723,179,-21027,366,1.0,02:33:22,09:35:30,P95,02:33:22.74,09:36:006.3,3.89819999998,-60.3,,126,36,130,341,,02:33:23,09:35:06,,,SN2012E
MCG+04-55-47,0.024961,MCG+04-55-47,SN2012et,Ia,72179,[MO2001]J234238.5+270528.4/PGC072179/MCG+04-55-047/CGCG476-117/ALFALFA2-438/AGC330779/2MASXJ23423841+2705307,G,23.668722,26.8140209,B234007.4+264850,23.7106694,27.0914746,J234238.4+270529,104.5695193,-33.3152596,319.6980834,22.921996,0,Sbc,,,,,4.2,2.5,848,0.06,174,29,8.5,,,,,14.96,0.41,,,13775,411,11375,43,,,125.24,4.75,,,,,,,16937,211,13839,7484.0,3.5,7424.0,31.0,7483.2,5.1,349,286,49.65,0.02,874,14276,,,22618,164.35,6.39,16915,2639,7753.4,7665.1,7595.1,7138.9,35216,143,,,35216,143,-20941,434,1.0,23:42:38.75,+27:05:30.5,P97,23:42:38.41,27:05:29.31,8.85240000016,2.69144,,,,,,,23:42:39,27:05:32,,,SN2012et
CANDELSCDFS16,1.4,CANDELSJ033232.51-275059.3,SN2012fq,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3:32:32.62,-27:51:01.77,arx,03:32:32.90,-27:51:21.1,0.0,0.0,,,,,,,03:32:32.90,-27:51:21.1,,,SN2012fq
NGC1365,0.005457,NGC1365,SN2012fr,Ia,13179,VV825/PGC013179/NGC1365/MRC0331-363/MCG-06-08-026/LGG094:[G93]007/IRAS03317-3618/HIPASSJ0333-36/FCC121/ESOLV3580170/ESO358-017/AGC022699/6dFJ0333364-360826/2MASXJ03333645-3608263,G,3.5282866,-36.3074715,B033141.8-361827,3.5601111,-36.1405075,J033336.4-360826,237.9563556,-54.5979272,261.8963168,-40.9740767,0,Sb,B,,,,3.2,0.6,2.08,19,292,36,19.96,22064,325,10519,167,10359,167,12085,1448,8.38,0.05,6415,122,0.14,785,176.11,2.59,,,143.0,18.94,,,12442,81,8239,1636.9,2.7,1657.0,9.8,1638.3,4.1,89,0.43,62.7,0.04,2077,9828,94,605,24013,198.19,3.02,12406,2577,1506.8,1515.9,1366.1,1541.6,31517,794,31189,24,31189,24,-21.36,169,1.0,03:33:36,-36:08:26,arx,03:33:036.4,-36:08:25.83,-5.99940000002,47.8270,,,,,,,03:33:36,-36:07:38,,,SN2012fr
ESO235-G37,0.01857,ESO235-G37,SN2012fw,Ia,65942,PGC065942/ESOLV2350370/ESO235-037/6dFJ2101596-481628/2MASXJ21015961-4816278,G,20.975754,-48.471506,B205832.7-482817,21.0332239,-48.2743664,J210159.6-481628,351.1637305,-41.2841975,228.3359649,20.0467494,0,S0-a,,,,,-0.4,2.2,1026,37,336,26,150.97,22668,333,,,15.61,211,,,14215,75,12.17,161,,,,,,,,,,,,,,,,5572.8,30.7,5572.8,30.7,154,47,74.48,0.06,1026,15325,,,24366,,,,,5538.8,5548.1,5426.2,5399.5,34488,0.2,,,34488,0.2,-19163,291,1.0,21:01:59.19,-48:16:23.9,P97,21:01:59.61,-48:16:27.72,-9.09059999997,1.71903999999,,,,,,,21:01:59,-48:16:26,,,SN2012fw
anon55,0.025017,IC0803NED01,SN2012G,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12:39:36,16:35:16,P95,12:39:35,16:35:12,0.0,0.0,,,,,,,12:39:35,16:35:12,,,SN2012G
