# Amusing_Name,redshift_amusing,def_name,SN_name,SN_type,pgc,hl_names(pgc),objtype,al1950,de1950,celposb(pgc),al2000,de2000,celposj(pgc),l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs,Pointings,RA_pointing,DEC_pointing,Source,RA_DSS,DEC_DSS,offset_RA,offset_DEC,,SNX,SNY,GALX,GALY,,RA_SN,DEC_SN,RA_GAL,DEC_GAL,SN_name
anon46,0.16,anon-46-null,LSQ12hnx,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,02:35:18,-30:57:49,P95,02:35:18,-30:57:49,0.0,0.0,,,,,,,02:35:18,-30:57:49,,,LSQ12hnx
anon45,0.06,GALEXASCJ110738.65-294235.5,LSQ12hvj,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11:07:39,-29:42:41,P95,11:07:39,-29:42:41,0.0,0.0,,,,,,,11:07:39,-29:42:41,,,LSQ12hvj
anon44,0.0694,2MASXJ03194423-2700201,LSQ12hxx,Ia,3657134,6dFJ0319442-270021/2MASXJ03194423-2700201,G,3.293482,-27.1858687,B031736.5-271109,3.3289498,-27.00564,J031944.2-270020,221.4020687,-57.1087618,274.1660637,-38.995253,0,,,,,,,,,,,,0.0,,,,,16.61,0.5,,,,,12556,108,,,,,,,,,,,,,,,,20808.6,39.3,20808.6,39.3,79,,,,,16323,,,,,,,,20720.8,20715.7,20566.2,20675.3,37.43,53,,,37.43,53,-21107,503,1.0,03:19:44,-27:00:26,P95,03:19:44.22,-27:00:020.3,-3.28920000001,-5.6960,,,,,,,03:19:44,-27:00:26,,,LSQ12hxx
2MASXJ09591230-0900095,0.029000,2MASXJ09591230-0900095,LSQ12hzj,Ia,3749730,2MASXJ09591230-0900095,g,9.9455156,-8.7627727,B095643.9-084546,9.98675,-9.0026389,J095912.3-090010,247.71238,34.8141636,113.6348564,-44.6100467,0,,,,,,,,,,,,45.0,,,,,,,,,,,13692,157,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,1.0,09:59:12.36,-09:00:09.3,P97,09:59:012.3,-09:00:009.5,-4.5000000001,1.50004,,,,,,,9:59:12,-9:00:08,,,LSQ12hzj
anon43,0.07,2MASXiJ0401529-263947,LSQ12hzs,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,04:01:52,-26:39:50,P95,04:01:53,-26:39:50,0.0,0.0,,,,,,,04:01:53,-26:39:50,,,LSQ12hzs
LSQ13crf,0.06,PGC1194403,LSQ13crf,Ia,1194403,PGC1194403,g,3.1376096,1.2333358,B030815.4+011400,3.1806337,1.4218353,J031050.3+012519,178.1902185,-45.9579295,308.3717446,-32.0597028,1,,,,,,,,0.45,103,0.26,28,38.0,,,,,18.25,0.5,,,16.85,166,,,,,,,,,,,,,,,,,,,,,,341,,58.12,0.03,,17909,,,24.24,,,,,,,,,,,,,,,,,1.0,3:10:50.26,1:25:19.87,P98,03:10:50.28,01:25:18.61,-0.7698,0.29292,,,,,,,03:10:50.23,01:25:18.9,,,LSQ13crf
LSQ13cwp,0.06700,2MASXJ04035024-0239275,LSQ13cwp,Ia,3092574,PGC3092574/NPM1G-02.0139/6dFJ0403502-023928/2MASXJ04035024-0239275,G,4.0220193,-2.7941582,B040119.3-024739,4.0639556,-2.6576667,J040350.2-023928,193.4568809,-37.9423236,309.2214792,-45.9044123,0,,,,,,,,,,,,65.0,,,,,17.3,0.5,,,,,11667,83,,,,,,,,,,,,,,,,19952.1,45.0,19952.1,45.0,656,,,,,16444,,,,,,,,19920.5,19898.3,19794.9,19847.3,37346,55,,,37346,55,-20902,503,1.0,4:03:50.25,-2:39:26.12,P98,04:03:50.24,-02:39:027.6,6.29760000001,9.60012,,,,,,,04:03:50.66,-02:39:18.0,,,LSQ13cwp
anon36,0.08,anon36-null,LSQ13dcy,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,04:55:16,-19:59:58,P95,04:55:16,-20:00:05,0.0,0.0,,,,,,,04:55:16,-20:00:05,,,LSQ13dcy
anon33,0.07,GALEXMSCJ021234.60-372019.1,LSQ13dhj,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,02:12:34,-37:20:24,P95,02:12:34,-37:20:23,0.0,0.0,,,,,,,02:12:34,-37:20:23,,,LSQ13dhj
anon32,0.07,2MASXJ03101094-3638017,LSQ13dkp,Ia,132141,PGC132141/DUKST357-012/6dFJ0310109-363802/2MASXJ03101094-3638017,G,3.1371754,-36.8225726,B030813.8-364921,3.1697042,-36.6337222,J031010.9-363801,239.681148,-59.2432169,262.2300084,-36.2419429,0,S0-a,,,,,0.0,3.0,827,57,36,26,,,,,,16.26,0.5,,,13869,99,11763,184,,,,,,,,,,,,,,,,20681.0,28.0,20681.0,28.0,73,16,24.79,0.02,832,15861,,,24111,,,,,20565.2,20570.2,20413.8,20558.6,37415,53,,,37415,53,-21554,503,1.0,03:10:18,-36:39:19,P95,03:10:10.94,-36:38:001.4,-14.0268,16.39992,,,,,,,03:10:10,-36:37:45,,,LSQ13dkp
anon30,0.04,APMUKS(BJ)B033105.19-262232.9,LSQ13dsm,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,03:33:13,-26:12:24,P95,03:33:13,-26:12:24,0.0,0.0,,,,,,,03:33:13,-26:12:24,,,LSQ13dsm
LSQ14act,0.06,2MASXJ15594517-1027126,LSQ14act,Ia,978030,PGC978030/6dFJ1559452-102713/2MASXJ15594517-1027126,G,15.9502279,-10.3125546,B155700.8-101845,15.9958771,-10.4534581,J155945.2-102712,359.9775958,30.8829175,144.7620813,39.3431186,0,,,,,,,,0.5,96,0.15,28,99.0,,,,,17.8,0.5,,,,,12833,478,,,,,,,,,,,,,,,,17777.4,39.3,17777.4,39.3,1.16,,45.87,0.02,,16462,,,24.04,,,,,17751.8,17788.6,17869.0,17896.8,37116,61,,,37116,61,-20654,504,1.0,15:59:44.68,-10:26:39.95,P98,15:59:45.16,-10:27:12.45,-7.61340000001,31.64916,,,,,,,15:59:44.65,-10:26:40.8,,,LSQ14act
LSQ14aeg,0.06,2MASXJ10193682+1933131,LSQ14aeg,Ia,1596732,SDSSJ101936.80+193313.5/SDSSJ101936.79+193313.5/SDSSJ101936.79+193313.4/PGC1596732/2MASXJ10193682+1933131,G,10.281333,19.8050783,B101652.8+194818,10.3268916,19.5536973,J101936.8+193313,216.9714722,54.477052,83.1409927,-28.5822482,0,E,,,,,-5.0,3.0,478,0.1,0.09,28,179.75,20914,184,18738,25,17286,354,,,15915,0.06,13459,0.06,,,,,,,,,,,,,,,,19388.6,3.7,19388.6,3.7,125,0.0,52.98,0.03,494,16.87,,,23537,,,,,19268.3,19309.1,19442.4,19711.1,37306,56,,,37306,56,-20435,359,1.0,10:19:36.80,19:33:14.31,P98,10:19:36.81,19:33:13.31,-0.296399999968,6.98972,,,,,,,10:19:36.79,19:33:20.3,,,LSQ14aeg
LSQ14age,0.06,PGC937943,LSQ14age,Ia,937943,PGC937943,G,13.3581257,-13.1809435,B132129.3-131051,13.4023905,-13.4413834,J132408.6-132629,315.0203635,48.6612263,131.3748147,3.1951105,1,,,,,,,,0.46,102,0.16,28,175.0,,,,,17.96,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,287,,47.21,0.02,,17673,,,24.0,,,,,,,,,,,,,,,,,1.0,13:24:08.55,-13:26:29.22,P98,13:24:08.61,-13:26:28.98,-0.0869999998827,3.08024,,,,,,,13:24:08.60,-13:26:25.9,,,LSQ14age
anon26,0.05,2MASXJ13434760-3254381,LSQ14ahc,Ia,683995,PGC683995/2MASXJ13434760-3254381,G,13.6820124,-32.6594425,B134055.2-323934,13.7298889,-32.9105833,J134347.6-325438,315.4482035,28.6855574,151.2847108,1.3522238,0,,,,,,,,0.59,85,0.34,28,72.5,,,,,17.23,0.5,,,16035,75,13666,172,,,,,,,,,,,,,,,,,,,,234,,64.68,0.04,,16996,,,23.92,,,,,,,,,,,,,,,,,1.0,13:43:48,-32:54:35,P95,13:43:047.6,-32:54:038.1,5.9994,3.09988,,,,,,,13:43:48,-32:54:35,,,LSQ14ahc
LSQ14ahm,0.05,PGC953531,LSQ14ahm,Ia,953531,PGC953531/2MASSJ11411993-1223258,G,11.6465022,-12.112995,B113847.4-120647,11.6888615,-12.3903593,J114119.9-122325,277.3954326,46.9757496,124.0107949,-20.8060951,0,,,,,,,,0.38,114,0.21,28,171.0,,,,,18.07,0.5,,,16.5,77,14493,99,,,,,,,,,,,,,,,,,,,,139,,53.14,0.03,,17931,,,23.71,,,,,,,,,,,,,,,,,1.0,11:41:22.67,-12:23:58.16,P98,11:41:019.9,-12:23:25.29,38.2290000001,-32.20652,,,,,,,11:41:22.45,-12:23:57.5,,,LSQ14ahm
anon25,0.05700,GALEXASCJ195932.30-565932.4,LSQ14bbv,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19:59:33,-56:59:27,P95,19:59:33,-56:59:28,0.0,0.0,,,,,,,19:59:33,-56:59:28,,,LSQ14bbv
anon24,0.08,APMUKS(BJ)B141811.91-050120.8,LSQ14bjj,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14:20:49,-5:15:01,P95,14:20:49,-5:15:02,0.0,0.0,,,,,,,14:20:49,-5:15:02,,,LSQ14bjj
anon29,0.08,anon29-null,LSQ14ie,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12:55:33,-32:56:40,P95,12:55:33,-32:56:40,0.0,0.0,,,,,,,12:55:33,-32:56:40,,,LSQ14ie
LSQ14xi,0.05,2MASXJ12304088-1346236,LSQ14xi,Ia,933459,PGC933459/6dFJ1230409-134624/2MASXJ12304088-1346236,G,12.4680653,-13.4971306,B122805.0-132950,12.5113517,-13.7732659,J123040.9-134624,295.269628,48.7894437,128.2251344,-9.4130831,0,S0-a,,,,,-1.0,2.0,0.7,73,0.37,28,75.0,,,,,16.51,0.5,,,14755,75,12462,76,,,,,,,,,,,,,,,,15223.2,39.3,15223.2,39.3,187,0.0,85.2,0.19,703,16095,,,23676,,,,,15014.4,15092.8,15202.6,15569.5,36752,72,,,36752,72,-20657,505,1.0,12:30:40.92,-13:46:22.13,P98,12:30:40.87,-13:46:23.76,4.55819999995,1.85724,,,,,,,12:30:41.17,-13:46:21.9,,,LSQ14xi
PS1-14ra,0.03,IC1044,PS1-14ra,Ia,52477,SDSSJ144129.02+092551.3/PGC052477/MCG+02-37-029/IC1044/CGCG075-111/2MASXJ14412901+0925515,G,14.6506895,9.6439701,B143902.5+093838,14.6913966,9.4309261,J144129.0+092551,3.8805804,58.5828581,113.9782749,28.0228043,0,S0-a,B,R,,,0.0,2.0,1.18,152,254,81,1.34,21907,0.69,15838,0.0080,14767,337,,,13314,82,10823,58,,,,,,,,,,,,,,,,8419.6,3.2,8419.6,3.2,115,99,63.39,0.04,1181,14426,,,24257,,,,,8403.3,8438.4,8580.6,8633.0,35488,126,,,35488,126,-21062,0.36,1.0,14:41:29.04,9:25:52.23,P98,14:41:29.03,09:25:51.33,-8.81640000005,7.36604,,,,,,,14:41:28.44,09:25:58.7,,,PS1-14ra
anon23,0.06,SDSSJ124653.32+144748.4,PS1-14rx,Ia,4002840,SDSSJ124653.32+144748.4,G,12.7397493,15.0697206,B124423.1+150411,12.7814814,14.7968487,J124653.3+144749,297.7954699,77.6231739,101.6589036,2.071595,0,,,,,,,,411,384,33,0.1,,22096,359,18893,162,17.99,354,,,16921,57,,,,,,,,,,,,,,,,,,19941.3,5.0,19941.3,5.0,134,,22.36,0.02,,17656,,,23787,,,,,19858.5,19905.1,20065.8,20254.9,37376,54,,,37376,54,-19719,358,1.0,12:46:53,14:47:51,P95,12:46:53.33,14:47:48.66,-4.99560000007,1.34468,,,,,,,12:46:53,14:47:50,,,PS1-14rx
NGC6240,0.024480,NGC6240,PS1-14xw,Ia,59186,VV617/UGC10592/PGC059186/NGC6240/MRC1650+024/MCG+00-43-004/IRAS16504+0229/IRAS16504+0228/IC4625/CGCG025-011/4C+02.44/2MASXJ16525886+0224035,G,16.8410565,2.4826824,B165027.8+022858,16.8830167,2.4009722,J165258.9+022403,20.7289438,27.291123,137.2557877,57.1385458,0,S0-a,,,M,,0.0,2.6,1342,54,328,63,12.21,,,14137,186,13817,186,13273,201,,,9137,43,0.45,0.85,293.56,25.37,,,334.84,13.02,,,16143,359,9896,7242.0,45.3,7294.3,7.6,7292.9,8.0,0.33,122,72.01,0.05,1.36,13256,242,683,24.08,308.66,26.9,16089,2834,7368.1,7376.5,7456.3,7320.7,35.18,146,,,35.18,146,-21924,236,1.0,16:52:59.0,02:24:02.0,arx,16:52:58.86,02:24:003.5,-11.1018,-13.09992,,,,,,,16:52:58.12,02:23:50.4,,,PS1-14xw
PS15aez,0.05600,PGC1285465,PS15aez,Ia,1285465,SDSSJ110009.83+053348.5/PGC1285465/LAMOSTJ110009.83+053348.6/2MASXJ11000988+0533494,G,10.9595374,5.8320893,B105734.3+054956,11.002734,5.5635454,J110009.8+053349,247.0852483,55.8562889,102.1324849,-25.724948,0,Sb,,,,,2.7,3.0,501,121,215,31,16.01,,,18382,39,17064,0.5,,,15923,0.17,13632,127,,,,,,,,,,,,,,,,15814.1,60.0,15814.1,60.0,113,303,55.26,0.03,503,16529,,,22964,,,,,15636.7,15698.0,15827.0,16175.0,36845,69,,,36845,69,-20317,505,1.0,11:00:09.81,5:33:49.56,P98,11:00:09.84,05:33:48.76,-0.93599999999,-0.26344,,,,,,,11:00:09.78,05:33:48.5,,,PS15aez
PS15mb,0.029000,SDSSJ085940.13+151113.6,PS15mb,Ia,5076252,SDSSJ085940.13+151113.7/SDSSJ085940.13+151113.6,G,8.9481617,15.3824867,B085653.4+152257,8.9944809,15.1871285,J085940.1+151114,212.9613471,35.1234751,72.8383334,-46.3889138,0,,,,,,,,,,,,132.16,22115,356,20141,89,18589,0.5,,,17553,86,,,,,,,,,,,,,,,,,,8600.3,12.1,8600.3,12.1,0.16,,,,,18343,,,,,,,,8458.9,8494.9,8586.8,8886.1,35488,126,,,35488,126,-17145,516,1.0,8:59:38.65,15:11:19.25,P98,08:59:40.13,15:11:13.66,-0.0186000000554,-1.2626,,,,,,,08:59:40.13,15:11:12.4,,,PS15mb
PS15mt,0.07100,SDSSJ095444.27+231151.6,PS15mt,Ia,4217510,SDSSJ095444.27+231151.6,g,9.8653902,23.4344967,B095155.4+232604,9.9122964,23.197577,J095444.3+231151,208.4709582,50.0245615,75.9019222,-31.3170411,0,,,,,,,,339,428,156,0.1,0.54,,,19986,76,19139,0.5,,,18185,71,,,,,,,,,,,,,,,,,,,,,,107,,46.75,0.02,,19032,,,24573,,,,,,,,,,,,,,,,,1.0,9:54:44.28,23:11:52.90,P98,09:54:44.27,23:11:51.28,-2.05560000003,1.52280000001,,,,,,,09:54:44.13,23:11:52.8,,,PS15mt
PSNJ07250042+2347030,0.018000,NGC2370,PSNJ07250042+2347030,Ia,20955,UGC03835/PGC020955/NGC2370/MCG+04-18-015/IRAS07220+2352/CGCG117-036/ADBSJ072502+2348/2MIG0977/2MASXJ07250166+2346597,G,7.3667629,23.8824605,B072200.3+235257,7.4171278,23.78325,J072501.7+234700,194.7125747,17.6273369,37.1259315,-49.8331528,0,SABb,B,,,,3.4,1.3,1.08,51,233,26,44.4,,,,,14234,322,,,12.13,0.1,9.97,31,,,204.01,12.96,,,,,,,14932,231,12436,5500.0,7.9,5564.0,154.9,5500.2,6.0,261,355,56.82,0.03,1095,13577,,,22973,243.75,15.62,14902,1325,5432.5,5437.8,5490.7,5667.2,34505,198,,,34505,198,-20928,377,1.0,7:25:01.66,23:47:00.49,P98,07:25:01.66,23:46:059.7,-18.6011999999,3.30000000001,,,,,,,07:25:00.42,23:47:03.0,,,PSNJ07250042+2347030
PSNJ10292799+2200468,0.05445,UGC05691,PSNJ10292799+2200468,Ia,30908,UGC05691/SDSSJ102927.49+220028.5/PGC030908/MCG+04-25-025/CGCG124-030/AGC005691/2MASXJ10292745+2200285,G,10.4453102,22.2642061,B102643.1+221551,10.490965,22.007927,J102927.5+220029,214.0691104,57.4233138,82.1219942,-25.3431083,0,Sbc,,,,,3.9,2.5,987,93,107,56,132.18,23185,885,16508,408,15479,284,,,14118,92,11.87,298,,,179.62,19.15,,,,,,,15967,0.42,,16317.0,8.5,16317.7,4.8,16317.6,2.2,117,173,39.88,0.02,993,15082,,,23957,280.14,30.85,15946,864,16211.4,16249.5,16388.8,16635.8,36923,66,36987,23,36.98,22,-21898,285,1.0,10:29:27.48,22:00:29.97,P98,10:29:27.47,22:00:28.54,6.38999999993,17.9628,,,,,,,10:29:27.90,22:00:46.5,,,PSNJ10292799+2200468
PTF11qmo,0.05500,2MASXJ10064866-0741124,PTF11qmo,Ia,3081694,PGC3081694/NPM1G-07.0273/6dFJ1006487-074113/2MASXJ10064866-0741124,G,10.071994,-7.4424168,B100419.2-072633,10.1135209,-7.6868342,J100648.7-074113,248.0846325,37.090161,112.4892372,-42.469581,0,,,,,,,,697,244,218,0.09,24.0,,,,,16.31,384,,,14322,109,12362,189,,,,,,,,,,,,,,,,16559.3,39.4,16559.3,39.4,201,,53.99,0.03,,15944,,,23536,,,,,16318.0,16389.2,16474.5,16914.9,36935,66,,,36935,66,-20991,0.39,1.0,10:06:48.63,-7:41:12.52,P98,10:06:48.68,-07:41:012.6,16.2714000001,0.30312,,,,,,,10:06:49.76,-07:41:12.3,,,PTF11qmo
PTF11qpc,0.09100,SDSSJ122005.45+092418.2,PTF11qpc,Ia,3477345,SDSSJ122005.46+092418.4/SDSSJ122005.45+092418.2,G,12.2923932,9.6825419,B121732.6+094057,12.3348478,9.4050977,J122005.5+092418,278.7962058,70.7933469,104.9804395,-5.7347612,0,,,,,,,,514,0.33,0.15,0.1,16.92,23.02,264,19233,0.07,18209,361,,,17211,64,,,,,,,,,,,,,,,,,,26624.6,4.7,26624.6,4.7,96,,45.85,0.02,,17847,,,24.52,,,,,26500.6,26556.2,26708.1,26963.7,38021,41,,,38021,41,-20174,364,1.0,12:20:05.49,9:24:19.35,P98,12:20:05.45,09:24:18.35,0.268800000038,-6.25172,,,,,,,12:20:05.47,09:24:12.1,,,PTF11qpc
PTF11qri,0.05500,PGC1034104,PTF11qri,Ia,1034104,PGC1034104,G,12.7419689,-6.0558356,B124431.1-060321,12.78508,-6.3287,J124706.3-061943,300.9795572,56.526624,122.0178761,-3.6044318,1,,,,,,,,0.5,96,0.25,28,166.0,,,,,17.74,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,105,,57.19,0.03,,17635,,,23.98,,,,,,,,,,,,,,,,,1.0,12:47:06.33,-6:19:42.51,P98,12:47:06.29,-06:19:43.32,-0.120000000106,-6.38,,,,,,,12:47:06.28,-06:19:49.7,,,PTF11qri
2MASXJ02500784-0016014,0.029000,2MASXJ02500784-0016014,PTF12iiq,Ia,175536,SRGB155.043/SDSSJ025007.86-001601.1/SDSSJ025007.86-001601.0/SDSSJ025007.85-001601.1/SDSSJ025007.85-001601.0/PGC175536/NPM1G-00.0112/6dFJ0250079-001601/2MASXJ02500784-0016014,G,2.792888,-0.4732068,B024734.4-002824,2.8355155,-0.2669965,J025007.9-001601,174.5557513,-50.8407341,304.6219731,-27.6909915,0,E,,,M,,-5.0,1.5,0.69,74,121,28,91.58,22466,0.41,17028,123,15779,527,,,14032,85,11699,106,,,,,,,,,,,,,,,,8720.8,2.8,8720.8,2.8,254,0.0,63.56,0.04,726,15395,,,23085,,,,,8767.2,8723.7,8598.3,8508.5,35499,126,,,35499,126,-20104,542,1.0,02:50:07.69,-00:15:55.4,P97,02:50:07.86,00:16:01.19,2.16299999999,1915.1874,,,,,,,2:50:08,-0:15:54,,,PTF12iiq
2MASXi0415016-152053,0.028000,2MASXi0415016-152053,PTF12jgb,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,04:15:01.51,-15:20:52.7,P97,4:15:01,-15:20:54,0.0,0.0,,,,,,,4:15:01,-15:20:54,,,PTF12jgb
IC3476,0.000564,IC3476,SN1970A,II,41608,[RG2008]J188.17452+14.05044/VV563/VCC1450/UGC07695/SDSSJ123241.88+140301.5/PGC041608/MCG+02-32-125/IRAS12301+1419/IC3476/EVCC0844/CGCG070-157/ALFALFA1-341/AGC007695/2MASXJ12324174+1403058,G,12.5028902,14.3262766,B123010.4+141935,12.5449594,14.0505168,J123241.9+140302,283.5154921,76.2107667,101.4201417,-1.4363479,0,Sm,B,R,M,,9.5,1.3,1224,38,151,29,27.64,,,14564,87,13306,74,12836,74,12474,408,11036,165,,,50.61,1.21,,,,,,,16042,106,,-171.0,2.7,-232.3,40.7,-171.3,3.4,155,0.28,51.2,0.03,1232,12.87,,401,22854,64.95,1.63,16015,3145,-266.6,-217.7,-58.8,152.2,,,30321,201,30321,201,-17451,214,1.0,12:31:42,14:03:00,HK,12:32:41.744,14:03:05.81,2.19240000009,2.13952,,242,45,194,224,,12:32:41.000,14:02:30.00,12:32:41.744,14:03:5.81,SN1970A
IC5201,0.003052,IC5201,SN1978G,II,68618,PGC068618/LOG464/IRAS22179-4617/IC5201/HIPASSJ2220-46/ESOLV2890180/ESO289-018/AGC035285/2MASXJ22205743-4602090,G,22.2983454,-46.2873401,B221754.0-461714,22.3492743,-46.0352517,J222057.4-460207,350.3188035,-54.8431195,240.2983581,12.7840766,0,Sc,B,,,,6.1,0.6,1826,17,369,24,22.3,23218,0.31,,,11383,218,,,10.91,0.1,9986,663,0.2,0.5,80.13,1.28,,,,,,,12522,135,12641,915.3,3.6,923.0,30.4,915.4,2.6,52,0.65,66.71,0.04,1816,10677,,,23529,87.24,1.42,12479,1803,893.5,892.3,745.4,698.5,30296,1456,29988,275,29988,275,-19312,351,4.0,22:20:49/22:20:54/22:20:58/22:21:00,-46:01:30/-46:00:33/-46:02:00/-46:01:03,HK,22:20:57.39,-46:02:06.91,-5.81220000026,1.90612000002,,731,286,255,173,,22:20:57,-46:02:05,,,SN1978G
NGC4699,0.00465,NGC4699,SN1983K,II,43321,UGCA301/PGC043321/NGC4699/MCG-01-33-013/LGG307:[G93]005/IRAS12464-0823/HIPASSJ1249-08/6dFJ1249022-083952/2MASXJ12490218-0839514,G,12.7739867,-8.3919116,B124626.4-082331,12.8172736,-8.6643056,J124902.2-083952,301.917169,54.2027174,124.4017377,-3.7622023,0,SABb,B,,,,2.9,0.4,1601,37,121,32,,19768,248,10743,152,10383,152,9493,152,8585,71,6.57,0.06,0.44,0.92,174.88,4.5,120.0,20.0,190.77,9.21,,,13855,95,11033,1394.6,3.8,1399.5,8.9,1395.3,2.7,148,179,42.6,0.02,1.61,10045,299,825,21924,258.34,7.08,13834,3789,1216.0,1288.6,1410.9,1732.8,31579,769,31.87,0.4,31808,355,-21763,386,1.0,12:49:12,-8:37:41,HK,12:49:02.18,-08:39:051.5,147.2256,129.50016,,,,,,,12:49:12,-08:37:42,,,SN1983K
NGC4451,0.002882,NGC4451,SN1985G,II,41050,[RG2008]J187.16894+09.25881/VCC1118/UGC07600/SDSSJ122840.54+091531.7/PGC041050/NGC4451/MCG+02-32-079/LGG292:[G93]121/IRAS12260+0932/EVCC0705/CGCG070-111/ARK368/AGC007600/2MASXJ12284055+0915321,G,12.4355837,9.5353108,B122608.1+093207,12.477928,9.2589166,J122840.5+091532,285.1220457,71.3392811,105.7350108,-3.7495713,0,Sb,,,,,2.5,2.6,1131,0.08,199,47,166.41,20681,389,14524,31,13316,31,12506,31,12259,109,9996,42,-0.07,0.61,93.63,2.4,,,,,,,16246,163,12377,860.0,3.4,860.0,32.3,860.0,2.4,82,271,53.59,0.03,1131,12957,,749,22399,116.34,3.13,16218,3261,740.5,795.7,948.3,1195.1,30783,1144,32078,221,32078,221,-19121,223,1.0,12:28:41,09:15:30,HK,12:28:40.54,09:15:032.1,6.8879999999,-2.09976,,217,274,206,234,,12:28:40.400,9:15:40.00,12:28:40.558,9:15:32.13,SN1985G
NGC5128,0.00182,NGC5128,SN1986G,Ia-91bg,46957,PGC046957/NGC5128/MRC1322-427/MCG-07-28-001/LGG344:[G93]002/IRAS13225-4245/HIPASSJ1324-42/ESOLV2700090/ESO270-009/CENTAURUS_A/ARP153/2MASXJ13252775-4301073,G,13.3750244,-42.7560964,B132230.1-424522,13.4239128,-43.0160822,J132526.1-430058,309.5114423,19.4209824,159.748933,-5.253472,0,S0,,,M,,-2.1,0.6,2413,14,117,36,33.25,22524,311,,,7784,259,6955,114,,,3968,129,0.27,1.14,256.4,10.47,107.69,31.22,106.61,6.34,,,12587,236,7185,563.8,5.8,547.2,3.6,551.9,5.7,497,0.0,47.27,0.02,2465,7278,,872,23586,349.04,14.96,12565,5287,305.6,390.8,422.7,806.2,,,27828,25,27828,25,-20.55,0.26,1.0,13:25:36.19,-43:01:55.2,P97,13:25:26.09,-43:00:057.9,148.7088,-56.10408,,,,,,,13:25:36,-43:01:54,,,SN1986G
NGC4772,0.003469,NGC4772,SN1988E,II-pec,43798,UGC08021/SDSSJ125329.17+021006.1/SDSSJ125329.17+021006.0/PGC043798/NIBLES1749/NGC4772/MCG+00-33-018/LGG292:[G93]054/HIPEQJ1253+02/HIPASSJ1253+02/EVCC2240/CGCG015-032/AGC008021/2MASXJ12532917+0210060,G,12.8488899,2.4395528,B125056.0+022622,12.8914327,2.1683519,J125329.2+021006,304.1442376,65.0352677,114.2594131,0.2188923,0,SABa,B,R,,,1.2,0.7,1615,22,313,28,155.14,21106,571,14.0,89,11894,72,11342,514,10713,0.15,8368,31,0.36,0.93,201.36,4.92,,,147.85,3.95,,,14842,0.16,,1040.6,3.4,1028.7,5.3,1037.2,4.3,117,0.29,67.32,0.04,1613,11474,247,828,23355,218.24,5.41,14799,3325,903.4,964.6,1107.9,1366.9,31107,979,32.18,0.25,32114,537,-20.64,541,1.0,12:53:27,02:10:45,HK,12:53:29.16,02:10:06.07,-2.36579999996,16.93316,,50,45,26,-38,,12:53:29,02:10:23,,,SN1988E
